timestep,week,duration_h,demand_MW_s0,demand_MW_s1,demand_MW_s2,demand_MW_s3,demand_MW_s4,demand_MW_s5,demand_MW_s6,demand_MW_s7,demand_MW_s8,demand_MW_s9
683,97,24.0,54225.38,52310.87,55798.58,53188.24,55852.36,57816.29,56077.46,55507.40,56077.65,58010.48
684,97,24.0,54577.09,51895.19,56479.37,54209.92,56611.24,57742.79,57144.27,54114.63,55879.40,58330.50
685,97,24.0,54392.91,51953.65,57177.79,54662.74,53401.92,57610.02,56845.01,54896.26,56032.41,57141.01
686,98,24.0,49945.83,48185.48,52633.35,49358.55,50313.37,52220.64,51585.45,50346.03,50730.78,51497.83
687,98,24.0,46983.80,44897.81,49957.37,46946.04,47349.98,48533.06,47724.08,46915.49,48016.26,49655.34
688,98,24.0,50705.61,49541.75,56082.08,52919.77,51509.18,54725.30,52936.99,51992.68,54093.48,53838.41
689,98,24.0,51790.95,50795.97,54612.83,53267.64,51891.95,54774.03,54816.67,52481.34,52652.70,54959.12
690,98,24.0,52403.97,49824.13,56300.55,51280.21,51182.07,53940.52,52736.15,51646.15,50379.65,53921.63
691,98,24.0,53608.00,49901.61,55916.94,51251.91,50485.52,53135.94,53278.78,51300.18,50905.96,53614.76
692,98,24.0,52033.66,49571.18,54669.37,50447.44,49719.18,52344.85,52668.31,51609.19,50759.53,52247.60
693,99,24.0,48829.09,46006.49,50345.28,46444.28,46901.77,48000.03,48641.80,49610.07,45089.41,47992.66
694,99,24.0,45905.97,45413.19,47738.64,43450.07,43966.31,45189.14,45730.73,46614.23,43091.70,44983.85
695,99,24.0,51811.30,49003.21,52914.48,50277.73,49573.00,50277.99,51655.14,52756.85,47748.69,49530.52
696,99,24.0,53269.78,49916.43,54538.04,50835.84,49625.10,50591.28,51827.40,52064.96,46849.93,49641.61
697,99,24.0,52342.07,48805.45,53495.05,49735.51,47932.07,50690.97,50962.20,50984.52,46111.32,50092.33
698,99,24.0,51422.32,48278.89,53394.57,49107.51,47512.42,50173.97,51247.93,51095.09,46691.52,50171.97
699,99,24.0,50764.03,47842.07,53309.62,48552.52,48712.78,50043.71,51677.44,52085.01,46887.09,51279.80
700,100,24.0,48292.31,46415.95,49897.98,45614.08,46806.03,47109.02,48206.59,48276.18,43421.85,48211.79
701,100,24.0,45961.74,42723.74,47411.39,42820.33,43023.09,44444.39,45492.25,44931.03,42912.29,45473.13
702,100,24.0,51779.70,48812.88,52707.93,47728.11,47076.06,49572.64,50691.81,50194.05,47257.64,51322.79
703,100,24.0,53207.56,49216.30,53514.03,48154.67,47806.44,50435.53,51470.95,50074.31,47012.79,52090.21
704,100,24.0,49984.82,44569.72,49832.86,45854.92,45740.17,46034.92,48745.98,47646.91,45336.16,48264.40
705,100,24.0,52321.96,48180.95,52871.50,48837.25,47513.98,49314.39,51917.08,49552.48,46819.67,50773.86
706,100,24.0,53701.89,48630.60,53448.88,49630.96,48166.91,50765.62,52936.99,49343.31,48137.70,51786.09
707,101,24.0,51233.44,45226.88,52104.63,48377.89,47785.11,47893.03,50188.64,48577.35,44464.26,51046.73
708,101,24.0,49714.12,44388.86,49154.65,46170.11,45821.31,46801.47,48081.99,46392.46,43202.47,49488.34
709,101,24.0,54756.55,47698.62,53443.41,50716.52,50768.51,52728.07,53235.61,51287.02,48951.17,53741.02
710,101,24.0,55213.90,50067.25,53585.05,51297.84,53099.82,53377.58,56332.45,54083.60,50838.61,55186.02
711,101,24.0,55090.86,51554.73,54257.50,51415.09,53553.59,53562.95,56096.45,52702.40,51709.75,56572.76
712,101,24.0,54407.80,51734.79,55840.84,51790.61,53785.15,53395.72,55659.06,53225.70,52392.71,56093.06
713,101,24.0,54673.41,52854.97,55630.82,54029.21,53479.03,53831.48,56352.11,53874.50,52492.68,56051.42
714,102,24.0,50934.57,47760.44,53983.73,51228.13,50309.45,51802.66,53360.00,52450.06,48370.54,53218.37
715,102,24.0,49003.37,46016.17,51747.51,47856.79,47304.52,48675.01,50762.73,49029.44,47045.47,49840.34
716,102,24.0,53432.04,52700.15,56188.34,52741.72,53089.58,55014.30,57005.63,53749.58,53771.88,57283.09
717,102,24.0,55545.64,54570.26,57282.92,54924.97,54614.30,56366.96,58501.59,55037.88,55763.56,58962.65
718,102,24.0,56778.14,54428.31,57395.52,54520.95,54914.24,56703.35,58835.03,55121.12,55010.46,58465.94
719,102,24.0,56094.20,54617.96,57548.42,54896.77,55168.73,56589.40,59480.09,54507.32,53783.40,59089.51
720,102,24.0,55460.32,54287.69,57647.14,54899.27,56031.46,56077.01,59274.03,54575.70,54947.81,57869.48
721,103,24.0,54720.65,51354.33,54252.43,53332.34,50424.77,52514.35,55497.01,55267.46,51381.91,53972.28
722,103,24.0,52071.70,50477.59,51627.51,51532.44,47964.93,48982.98,53249.16,52615.90,48250.52,51305.08
723,103,24.0,58859.43,55185.73,58539.98,57470.48,56238.31,56169.02,60265.61,57634.99,56008.85,58679.07
724,103,24.0,58377.50,56021.54,59964.51,57311.96,55425.29,56511.06,60322.36,57748.94,56568.97,59841.99
725,103,24.0,59539.62,55826.27,59619.12,57450.18,55566.54,56947.85,59246.27,57089.54,54201.80,57772.12
726,103,24.0,61083.36,56399.23,57288.28,57349.58,54818.84,57044.42,59020.16,57762.81,54162.68,57731.76
727,103,24.0,61589.23,55575.13,56663.07,56509.60,54014.85,56450.84,59280.40,56849.07,53971.06,57488.22
728,104,24.0,57877.00,53164.15,53094.07,53327.91,51866.64,52996.39,54706.48,53729.07,52072.11,53823.30
729,104,24.0,54739.88,50773.85,50611.40,51357.25,50751.71,50550.87,52630.06,51063.67,49881.53,51551.64
730,104,24.0,59415.66,57034.04,56523.71,56087.81,55875.36,57332.50,60187.48,55949.59,57794.67,57257.48
731,104,24.0,58170.32,58134.60,56425.35,57544.76,54288.51,57741.75,61474.29,55738.93,56705.43,56567.03
732,104,24.0,59341.11,56296.32,58406.41,58906.75,55146.31,57679.64,60707.01,54502.27,56024.55,58398.61
733,104,24.0,57733.70,56277.56,57547.84,58180.98,54106.12,56157.15,59623.70,53552.79,55942.62,57246.03
734,104,24.0,59621.60,56322.56,55606.37,58631.68,53550.14,55600.25,57981.79,53707.36,56478.17,59250.49
735,105,24.0,56005.27,53679.41,52315.25,52786.04,48669.66,47256.40,54222.23,51594.91,53626.86,54109.00
736,105,24.0,53467.84,50958.81,49460.03,49442.29,46617.05,44658.49,52214.09,49131.20,50552.68,52213.61
737,105,24.0,59796.54,57910.59,57015.42,54380.70,53266.04,52409.02,59289.29,53692.79,55819.45,58165.99
738,105,24.0,58820.34,56751.66,56293.49,55925.41,53438.47,54962.75,57669.17,54390.08,57354.36,60000.14
739,105,24.0,58437.46,56271.80,54881.84,55054.51,54152.95,55567.91,59377.74,55307.79,57589.35,60484.90
740,105,24.0,59266.02,57865.05,55363.42,56469.67,54736.57,54364.72,59009.48,53956.62,55594.08,56289.67
741,105,24.0,58187.20,58838.36,56829.84,56494.47,54456.82,56788.17,57928.04,54306.24,55349.06,59251.77
742,106,24.0,55017.83,53252.12,52364.56,52181.65,51173.96,50162.64,53980.79,51606.12,54108.55,54450.96
743,106,24.0,52390.65,50355.65,49853.88,48092.37,49313.38,48765.45,51324.91,49501.52,50762.92,52418.74
744,106,24.0,59218.86,55078.27,57532.60,54071.66,55642.13,53583.44,57194.55,55777.35,55036.73,58558.12
745,106,24.0,58125.98,55894.15,57509.73,54614.07,55877.09,56174.62,58823.82,58423.00,58346.77,59434.02
746,106,24.0,58457.62,55923.15,58518.65,55765.05,57536.20,55202.77,56765.22,57200.56,58982.84,60372.27
747,106,24.0,59432.60,55683.71,57387.48,54921.98,55329.73,55463.51,58281.76,57658.56,58607.20,57484.24
748,106,24.0,60839.97,55692.65,56913.93,55910.76,53772.98,56160.02,58477.82,57123.06,57810.75,59992.97
749,107,24.0,56618.31,54154.03,53705.84,51587.37,51271.03,53583.53,55748.82,53454.35,54340.38,55199.13
750,107,24.0,54598.82,51968.12,51663.35,49260.18,48416.73,49201.81,53163.16,51405.64,51986.05,51305.85
751,107,24.0,57726.84,54485.21,56709.19,59728.89,59463.47,59990.99,60484.35,55790.04,57934.10,59709.18
752,107,24.0,60585.98,56476.04,58362.59,60496.58,57992.82,59029.70,61074.89,55923.82,58431.91,60825.59
753,107,24.0,59235.77,56894.50,58892.02,59243.97,57478.94,59926.83,60413.49,59463.64,59607.14,61779.61
754,107,24.0,58464.94,58013.08,58947.76,59474.88,55424.46,60270.65,60208.29,60310.38,58497.38,60524.17
755,107,24.0,58820.42,58215.60,59384.13,60609.12,55273.00,58165.95,61425.48,57144.84,60365.78,60345.10
756,108,24.0,55539.52,55298.81,54250.19,57631.71,53864.90,50462.24,55636.10,52533.77,56239.00,55317.95
757,108,24.0,53493.73,55447.23,52162.15,55469.25,52180.63,49566.87,53406.48,49546.34,53785.43,53297.17
758,108,24.0,58524.09,63324.95,60626.26,59232.63,58641.38,54064.17,58995.93,57233.81,57392.43,60331.59
759,108,24.0,58244.10,62485.75,61441.25,59965.51,58283.70,55511.78,60605.32,57820.46,59800.85,62299.99
760,108,24.0,62010.55,61789.21,59255.86,57433.91,58233.21,54407.69,59537.57,58680.62,61438.75,62474.98
761,108,24.0,61490.88,61605.02,59748.33,58833.41,59401.48,54549.42,62522.91,58663.51,59540.26,61737.22
762,108,24.0,59947.60,61355.18,61466.03,58379.07,60162.52,53909.33,62267.53,57326.88,60541.47,62889.72
763,109,24.0,57576.16,55367.09,56404.74,54735.78,55684.31,47069.54,56356.99,49760.65,56698.42,57280.12
764,109,24.0,55039.06,53847.74,54082.81,53030.41,52568.26,46308.29,53485.54,50541.96,54531.10,54872.18
765,109,24.0,60171.07,57119.85,62343.55,61132.38,57842.31,51957.20,61196.48,57540.96,61606.82,63745.69
766,109,24.0,59789.46,59599.88,63637.92,58386.54,59048.25,53729.01,62265.83,60300.01,62334.36,64412.63
767,109,24.0,62931.32,59490.28,64417.48,59132.31,59053.65,55123.85,63055.14,60380.55,62919.21,64722.83
768,109,24.0,60713.37,59089.66,62873.35,60225.02,57781.99,54523.48,64348.13,59425.88,62705.45,64182.48
769,109,24.0,57698.97,55661.54,62211.65,62329.07,61922.44,57439.37,63762.76,59431.46,62106.15,62337.94
770,110,24.0,56910.19,51633.92,59298.15,56934.05,60155.66,53419.08,61663.34,52796.11,59921.07,60932.85
771,110,24.0,52474.58,51954.09,58611.83,54501.16,57352.52,54592.15,60815.29,52943.28,57681.81,59117.14
772,110,24.0,58992.95,59217.43,65687.87,60195.89,64294.53,64513.41,67963.60,58998.71,65232.06,66570.22
773,110,24.0,61084.97,60546.83,62774.26,62178.89,65807.25,66481.84,68473.06,60627.98,66172.13,63978.20
774,110,24.0,59810.73,61116.04,63849.98,61066.60,65978.72,66648.96,65162.82,61290.21,65580.17,63218.34
775,110,24.0,61603.10,59703.57,62206.20,60941.28,66635.72,67268.77,64168.87,61660.64,64148.92,66452.78
776,110,24.0,59850.07,59174.90,61815.97,63779.40,67396.40,67899.29,64420.89,63832.60,66668.70,66697.65
777,111,24.0,58398.04,57502.86,55494.89,60273.18,65708.20,57291.93,64041.62,57182.21,64093.36,60973.13
778,111,24.0,55914.05,55157.84,53374.07,57702.07,62906.87,53617.23,60906.70,56248.66,62161.64,58000.62
779,111,24.0,59129.78,59716.56,61597.84,62449.02,68898.25,59098.60,64920.31,62298.41,66463.35,64086.24
780,111,24.0,60831.45,61091.33,60843.28,62036.35,69237.45,59173.98,66309.18,62456.29,65876.46,61433.79
781,111,24.0,59685.85,60953.50,63175.46,62749.97,68383.77,57678.71,68266.99,62026.64,66301.05,62925.27
782,111,24.0,57446.54,53217.24,56436.39,60402.93,64731.31,56126.88,64925.08,57966.61,63068.22,56249.10
783,111,24.0,60860.44,57584.87,58773.39,60081.76,65299.92,58631.53,65656.90,58724.57,66312.81,57978.53
784,112,24.0,62521.63,54971.32,62416.32,63171.79,66397.24,55769.92,65716.57,59394.05,65975.00,58691.78
785,112,24.0,60444.76,56460.30,59446.72,60857.43,61974.38,55270.64,62863.51,57500.75,64045.84,58471.61
786,112,24.0,67188.87,64411.63,68524.51,65108.50,65931.78,62289.09,69282.75,61660.28,67903.98,66068.19
787,112,24.0,65949.09,63319.69,66508.58,63178.99,62823.00,63981.56,67049.83,61377.87,66523.58,65826.16
788,112,24.0,67314.60,63247.56,67021.39,61384.09,61737.72,65283.68,67319.38,61117.22,64804.16,67224.12
789,112,24.0,67350.47,58572.99,65562.63,62624.01,63311.59,65529.68,66622.70,61480.63,65440.66,69587.41
790,112,24.0,65755.62,59692.81,66015.28,63837.94,62867.97,68771.04,63089.25,60906.54,63761.40,70490.63
791,113,24.0,59066.77,51715.66,61523.11,62715.80,56847.18,64673.29,60203.80,55001.51,60168.77,64788.76
792,113,24.0,56284.64,50998.91,62473.77,60916.83,54845.66,62447.48,57728.87,58420.40,60149.90,64436.53
793,113,24.0,64546.82,57288.05,65811.83,66913.79,62306.13,63859.58,64841.05,67456.60,64147.69,69511.02
794,113,24.0,65805.42,57937.22,65526.25,68641.22,64931.88,64430.58,64735.48,68705.33,67085.91,70269.61
795,113,24.0,65452.48,58152.12,64867.62,70318.61,65682.94,62677.71,64236.14,68849.15,69540.38,69878.91
796,113,24.0,66398.34,58456.27,65000.81,65735.56,68725.60,63186.00,65522.22,66791.93,66698.15,69911.07
797,113,24.0,66326.32,57952.48,68364.37,68483.24,65361.18,62762.92,64980.67,67571.76,67120.05,68860.90
798,114,24.0,63791.70,55051.67,64812.86,68369.69,61015.40,53772.51,58897.48,62916.86,65708.72,64762.75
799,114,24.0,62981.99,55371.09,63190.70,68624.28,59034.65,55823.78,55182.46,60632.13,64081.67,62685.04
800,114,24.0,68415.65,63084.69,68970.94,71139.39,65081.75,63069.62,64547.99,70621.28,69067.19,72063.89
801,114,24.0,70988.04,65091.36,70899.70,74564.04,66869.95,65418.67,66728.67,70896.71,70244.60,72746.89
802,114,24.0,68278.30,65953.55,69573.11,76041.51,67023.46,63878.02,66396.93,69098.61,69940.84,69522.11
803,114,24.0,70476.36,65791.98,71597.78,75496.91,66661.93,61475.43,67470.63,67687.54,70479.92,70400.05
804,114,24.0,69169.83,66684.36,71215.63,73813.45,68046.59,66849.32,65968.17,66517.67,69813.24,69853.17
805,115,24.0,67941.72,67892.49,71389.17,72738.43,66888.23,59986.45,63067.05,63290.43,63082.28,68131.32
806,115,24.0,63095.03,65985.76,69390.30,66833.54,67842.62,58620.96,63308.81,62015.21,59536.17,64000.66
807,115,24.0,68759.82,70691.21,73835.43,73237.30,66071.62,64652.63,72029.80,70798.25,66985.26,73200.36
808,115,24.0,71274.89,73449.96,73527.15,73981.86,67506.13,68878.57,71182.04,70159.18,68073.35,73864.11
809,115,24.0,71600.87,73890.92,70546.85,75093.99,66577.36,71059.74,69153.16,67951.98,67768.70,74182.48
810,115,24.0,71015.97,71342.84,72941.50,74447.84,64591.24,72706.55,68427.65,69444.59,68149.87,74674.08
811,115,24.0,71901.83,71130.35,70533.50,73290.53,63918.08,74031.77,73592.34,70251.81,68040.32,75017.94
812,116,24.0,68205.30,69830.25,63462.90,62119.32,63595.20,73885.92,66896.06,67060.46,58326.13,67757.77
813,116,24.0,65061.56,68469.45,62822.52,61565.67,63471.30,73113.71,65981.23,66592.66,56850.07,67643.85
814,116,24.0,69169.26,74453.24,68668.59,72903.68,67344.98,78558.75,71398.91,70016.66,65967.00,75576.54
815,116,24.0,71290.50,77020.37,68229.09,78443.51,66908.37,78841.32,70276.69,71469.29,66406.46,74294.84
816,116,24.0,70937.64,76260.49,67097.89,80636.52,67447.76,78468.75,72712.75,71547.38,65810.95,70433.98
817,116,24.0,75316.73,75567.16,66829.21,77521.73,67232.47,77319.64,71286.32,73008.11,65856.17,69248.24
818,116,24.0,74144.16,74790.86,70585.65,78909.63,71076.86,75949.88,72721.44,71931.40,66259.62,70226.96
819,117,24.0,68393.34,69172.09,63987.98,77681.22,66253.87,73318.13,68137.43,74595.07,63753.69,68512.17
820,117,24.0,65683.56,67755.06,62587.70,72541.50,67551.18,70020.56,64453.27,71132.71,60935.99,66225.08
821,117,24.0,69402.16,73351.19,70633.04,76857.95,65319.96,74256.42,70741.45,73374.00,65340.74,73646.83
822,117,24.0,68715.85,74078.77,71447.34,80470.17,65342.54,75362.16,71400.99,72411.16,66508.24,75579.77
823,117,24.0,70740.11,71145.82,69656.29,78936.63,65696.24,73375.18,72327.78,73643.04,68757.13,73320.04
824,117,24.0,71486.19,71709.17,70043.94,76037.29,66897.52,74451.13,71339.82,74157.97,66527.27,76492.29
825,117,24.0,72348.63,69396.20,72156.30,74500.36,67113.41,73537.02,72017.67,72987.78,63993.44,71394.64
826,118,24.0,68324.49,65025.31,64391.58,68036.12,69289.99,67678.93,68511.50,70994.14,63170.71,71132.88
827,118,24.0,65137.75,57790.09,61986.10,65951.80,67570.85,65584.15,67282.44,69208.83,62139.01,67593.73
828,118,24.0,71190.81,66061.08,72077.25,69461.37,68846.09,73800.56,74941.37,76718.89,69259.40,73305.42
829,118,24.0,67003.76,69307.37,72759.65,71809.65,70557.90,75844.21,73420.21,75850.76,69781.65,71421.71
830,118,24.0,67285.05,72153.03,73018.04,72746.24,71254.33,74776.26,72258.78,77240.85,72497.70,73164.29
831,118,24.0,70389.94,70729.93,72479.29,71223.06,70950.62,74061.96,72642.72,74807.24,74171.31,74240.99
832,118,24.0,72223.14,74104.85,71988.41,70809.70,70878.92,73388.94,72730.11,78384.57,75378.11,73932.43
833,119,24.0,71247.37,69210.29,69420.47,64998.95,67954.45,75151.64,70597.54,74618.28,72286.55,70228.80
834,119,24.0,70318.62,70099.67,67449.20,64039.46,69307.06,72889.10,67095.30,73730.06,69160.18,65370.28
835,119,24.0,68792.90,71218.46,69803.57,65154.90,67947.57,73139.29,68167.06,72549.39,65107.71,66592.22
836,119,24.0,65280.20,69785.20,65072.33,65744.99,64913.66,70735.80,70724.28,69006.03,60964.39,64491.17
837,119,24.0,69882.90,76055.08,71285.24,68135.91,68362.90,77647.93,77679.52,73632.59,66854.12,67630.22
838,119,24.0,71201.57,76551.22,72877.20,66856.65,69707.61,80389.28,79488.02,77333.50,66711.84,68075.34
839,119,24.0,68824.01,74220.28,73961.47,66500.25,66183.08,80975.85,78555.07,76023.83,66031.11,67423.43
840,120,24.0,63627.82,67216.44,70228.77,62916.26,64863.55,78488.00,71682.90,73112.14,60725.55,62021.19
841,120,24.0,62030.90,62760.82,66178.34,63244.91,59707.69,79014.28,67573.99,73608.25,60155.34,59721.05
842,120,24.0,66251.72,66371.47,68786.93,67940.42,62536.51,79550.67,70966.98,74418.44,64908.12,61402.65
843,120,24.0,65285.43,59542.66,68354.01,65772.46,61364.08,77568.51,62851.02,72417.87,67757.62,59665.64
844,120,24.0,72085.68,65700.50,71478.71,69207.81,70769.28,81207.11,65167.48,74017.30,76849.75,65513.04
845,120,24.0,74482.17,69597.11,72480.73,69419.71,72311.50,83590.91,67482.04,72474.71,80520.41,69137.30
846,120,24.0,73238.93,72018.96,71668.07,72002.47,71780.94,83569.38,70171.87,70844.79,81336.78,68361.00
847,121,24.0,69108.58,68257.65,70731.47,66759.43,71180.81,79552.22,64786.32,64211.86,77705.42,68041.68
848,121,24.0,63385.80,64171.00,70469.39,64775.31,72402.00,80136.56,62454.35,61161.19,76685.92,67308.06
849,121,24.0,69765.95,67513.18,73420.31,68065.12,78282.78,80529.78,69305.06,70084.42,81529.77,74117.13
850,121,24.0,73397.26,66063.61,74435.46,73895.89,80447.41,78930.28,71247.60,68373.06,82309.18,76775.65
851,121,24.0,70783.47,67729.35,76250.52,76242.51,78050.94,79122.39,72208.85,70947.27,82374.84,73193.43
852,121,24.0,70515.41,68032.24,73468.45,74015.33,81770.07,80781.89,75596.78,72005.30,83276.86,75114.04
853,121,24.0,72941.56,68340.13,72466.97,72371.15,78288.66,81916.88,75979.64,73292.04,83782.69,73961.95
854,122,24.0,72100.64,60718.36,70518.18,68326.57,76876.18,80831.63,69724.91,70324.27,79248.77,69097.29
855,122,24.0,69955.36,59367.62,69231.11,67819.44,72843.29,78280.23,71920.01,65173.19,77228.58,70628.82
856,122,24.0,78626.18,69093.33,75157.83,77045.76,74113.16,82527.60,80260.36,73124.01,81064.73,75247.34
857,122,24.0,75116.27,71757.56,72478.10,76746.92,73677.04,82293.85,81905.89,73856.69,81170.24,74990.33
858,122,24.0,78098.28,71796.26,72714.06,74368.28,72680.19,80932.69,81173.14,71088.42,81535.71,74662.09
859,122,24.0,80582.14,72096.52,73859.53,75408.56,70808.25,80031.40,79993.60,70994.03,81994.86,71340.97
860,122,24.0,81819.66,74945.56,70969.96,76527.41,71580.92,79103.62,79223.92,71381.06,81878.99,72201.96
861,123,24.0,72532.46,67437.72,66011.64,71340.94,68774.26,74440.07,73133.26,61448.19,75741.66,68802.12
862,123,24.0,66577.60,65155.12,65244.53,68249.55,63414.00,71906.22,71498.96,62470.15,73653.46,66552.58
863,123,24.0,73400.91,74902.11,74392.54,74458.53,70075.80,78053.08,76387.92,73085.40,77796.25,72075.95
864,123,24.0,74154.98,75299.55,74185.39,72183.43,74622.87,79270.99,80594.62,76956.40,75409.67,69826.95
865,123,24.0,74441.62,76743.24,75493.05,73370.44,76342.52,78792.76,75125.76,76485.13,74973.35,67313.68
866,123,24.0,76345.95,75867.44,75527.79,74686.25,73960.89,79177.43,76720.11,76347.77,77837.47,67617.85
867,123,24.0,75050.09,75727.60,77832.83,76733.92,71344.25,80858.76,72035.48,76607.61,78031.02,67979.82
868,124,24.0,68226.36,69675.28,75963.21,70861.96,68053.18,72580.59,65398.69,72223.60,71598.58,60164.47
869,124,24.0,66873.90,66426.59,72473.86,64955.87,69058.73,66138.54,63473.26,67551.55,71796.91,58666.10
870,124,24.0,74601.75,70802.75,76864.26,70937.07,79863.53,73149.82,72423.67,75234.01,74543.41,68731.68
871,124,24.0,76120.56,71178.55,76585.83,72271.15,80820.67,76120.26,70069.88,76819.08,74450.26,71182.23
872,124,24.0,74630.87,68273.48,76878.11,72413.82,82425.49,77871.14,68133.67,76274.78,72838.12,74787.40
873,124,24.0,75120.06,68121.37,78957.29,72991.67,78357.36,76861.61,70048.06,73769.59,73839.88,72021.40
874,124,24.0,74823.57,68956.82,79677.01,72740.14,82985.29,77362.78,69739.91,74940.24,72228.59,73164.84
875,125,24.0,68784.03,63330.71,70513.68,69265.39,79829.61,72986.84,63291.80,67894.33,68944.27,68658.42
876,125,24.0,66922.17,60872.90,66005.50,68218.84,75906.46,71419.02,61159.53,66339.97,67103.89,65184.39
877,125,24.0,73033.51,69462.33,70932.84,73010.68,81939.47,74643.27,67353.19,74806.05,75104.71,69645.30
878,125,24.0,74809.53,68283.44,68626.14,75293.33,83330.43,79308.61,66981.37,74482.11,73191.38,69391.74
879,125,24.0,74218.84,70003.71,68448.21,69447.60,83592.26,80108.24,66465.67,75385.86,73292.04,71988.56
